GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
105374545	2.52e-15	2.62e-18	0.3602	-8.726917	-3.1436305	70.37	LOC105374545	uncharacterized LOC105374545
26512	7.85e-15	8.52e-18	0.0755	-8.5924024	-0.6483689	7509.19	INTS6	integrator complex subunit 6
8754	8.80e-15	9.95e-18	0.1738	-8.5744958	-1.4903304	2599	ADAM9	ADAM metallopeptidase domain 9
6283	1.44e-14	1.70e-17	0.3537	-8.5127723	-3.0107461	8484.18	S100A12	S100 calcium binding protein A12
26234	1.94e-14	2.37e-17	0.1471	-8.4741207	-1.2465522	43217.97	FBXL5	F-box and leucine rich repeat protein 5
55332	2.18e-14	2.76e-17	0.1756	-8.4562044	-1.4851503	1381.7	DRAM1	DNA damage regulated autophagy modulator 1
55233	2.20e-14	2.89e-17	0.078	-8.4510029	-0.6589605	14875.18	MOB1A	MOB kinase activator 1A
5525	2.95e-14	4.13e-17	0.1027	-8.4091577	-0.8639895	6460.24	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
80315	2.95e-14	4.14e-17	0.1433	-8.4088989	-1.2054151	9909.24	CPEB4	cytoplasmic polyadenylation element binding protein 4
81627	3.30e-14	4.92e-17	0.0849	-8.3886015	-0.7125375	1086.17	TRMT1L	tRNA methyltransferase 1 like
9159	3.30e-14	4.92e-17	0.0695	8.3885785	0.5830275	2144.99	PCSK7	proprotein convertase subtilisin/kexin type 7
54407	3.46e-14	5.48e-17	0.1107	-8.3758643	-0.9268808	13344.36	SLC38A2	solute carrier family 38 member 2
1628	3.46e-14	5.43e-17	0.1162	8.3769538	0.9738042	207.68	DBP	D-box binding PAR bZIP transcription factor
64121	4.83e-14	7.86e-17	0.0834	-8.3333164	-0.6949819	1066.26	RRAGC	Ras related GTP binding C
53918	5.50e-14	9.20e-17	0.0974	-8.3147024	-0.8102546	987.78	PELO	pelota mRNA surveillance and ribosome rescue factor
4001	7.28e-14	1.25e-16	0.1796	-8.2781601	-1.4869767	5352.87	LMNB1	lamin B1
51136	7.85e-14	1.39e-16	0.086	-8.2659989	-0.7111004	890.3	RNFT1	ring finger protein, transmembrane 1
55288	8.65e-14	1.56e-16	0.0999	-8.2514914	-0.8244536	4195.39	RHOT1	ras homolog family member T1
29097	1.33e-13	2.47e-16	0.1418	-8.1969428	-1.1620142	1811.46	CNIH4	cornichon family AMPA receptor auxiliary protein 4
6788	1.42e-13	2.74e-16	0.1676	-8.1842173	-1.3718914	1247.07	STK3	serine/threonine kinase 3
54496	1.42e-13	2.82e-16	0.0786	8.1806532	0.6427421	581.18	PRMT7	protein arginine methyltransferase 7
158747	1.42e-13	2.77e-16	0.1132	-8.1829515	-0.9262892	3677.61	MOSPD2	motile sperm domain containing 2
7321	1.59e-13	3.23e-16	0.147	-8.1644411	-1.1997947	5056.88	UBE2D1	ubiquitin conjugating enzyme E2 D1
6279	1.98e-13	4.12e-16	0.3068	-8.1349676	-2.4957703	33770.94	S100A8	S100 calcium binding protein A8
23118	2.36e-13	5.02e-16	0.0691	-8.1110248	-0.5608693	4459.37	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
79772	2.52e-13	5.59e-16	0.1276	-8.0979144	-1.033678	5947.14	MCTP1	multiple C2 and transmembrane domain containing 1
105375634	2.52e-13	5.59e-16	0.2996	-8.0978608	-2.4259241	79.59	LOC105375634	uncharacterized LOC105375634
6335	2.70e-13	6.43e-16	0.2782	-8.0808598	-2.2483102	734.39	SCN9A	sodium voltage-gated channel alpha subunit 9
25864	2.70e-13	6.19e-16	0.0878	8.0854464	0.7097821	126.23	ABHD14A	abhydrolase domain containing 14A
317649	2.70e-13	6.66e-16	0.1278	-8.0766802	-1.0324979	12145.42	EIF4E3	eukaryotic translation initiation factor 4E family member 3
6732	2.70e-13	6.64e-16	0.1624	-8.0769327	-1.3118599	4416.25	SRPK1	SRSF protein kinase 1
23601	2.70e-13	6.44e-16	0.2493	-8.0806404	-2.0142504	1089.73	CLEC5A	C-type lectin domain containing 5A
643332	2.70e-13	6.72e-16	0.2566	-8.0755853	-2.0723901	39.73	RNASE2CP	ribonuclease A family member 2C, pseudogene
158401	3.26e-13	8.25e-16	0.2571	-8.0505074	-2.0699079	4982.63	SHOC1	shortage in chiasmata 1
660	3.47e-13	8.95e-16	0.25	-8.0404616	-2.009846	1246.46	BMX	BMX non-receptor tyrosine kinase
10745	3.50e-13	9.22e-16	0.157	-8.03683	-1.2618729	2327.94	PHTF1	putative homeodomain transcription factor 1
105374304	3.50e-13	9.35e-16	0.3654	-8.0351418	-2.9364246	109.47	LOC105374304	uncharacterized LOC105374304
4145	3.56e-13	9.66e-16	0.1603	8.0311666	1.2871523	546.73	MATK	megakaryocyte-associated tyrosine kinase
57126	4.07e-13	1.12e-15	0.5167	-8.0126957	-4.1405431	8952.56	CD177	CD177 molecule
23178	4.41e-13	1.24e-15	0.1213	8.0007582	0.970377	716.16	PASK	PAS domain containing serine/threonine kinase
647174	4.53e-13	1.29e-15	0.0748	-7.9956302	-0.5981081	610.56	SERPINE3	serpin family E member 3
51192	4.60e-13	1.33e-15	0.1405	-7.9917734	-1.1231384	1258.23	CKLF	chemokine like factor
23203	4.86e-13	1.43e-15	0.0593	7.9829642	0.4730369	416.19	PMPCA	peptidase, mitochondrial processing subunit alpha
8936	5.01e-13	1.50e-15	0.1512	-7.9773322	-1.2060939	83.69	WASF1	WASP family member 1
23354	5.06e-13	1.53e-15	0.1014	7.9743503	0.8085971	119.05	HAUS5	HAUS augmin like complex subunit 5
407008	5.18e-13	1.59e-15	0.1485	-7.9694554	-1.1837335	1732.03	MIR223	microRNA 223
4783	5.58e-13	1.76e-15	0.1774	-7.9568562	-1.4118758	2311.58	NFIL3	nuclear factor, interleukin 3 regulated
7357	5.58e-13	1.77e-15	0.2351	-7.9567409	-1.8703409	6313.73	UGCG	UDP-glucose ceramide glucosyltransferase
23344	6.53e-13	2.12e-15	0.1211	7.933827	0.9607654	2555.59	ESYT1	extended synaptotagmin 1
23011	6.53e-13	2.10e-15	0.0732	-7.9354798	-0.5812452	3066.32	RAB21	RAB21, member RAS oncogene family
6388	6.59e-13	2.18e-15	0.0981	-7.9308739	-0.7782429	1421.98	SDF2	stromal cell derived factor 2
54708	6.78e-13	2.27e-15	0.1195	-7.925721	-0.9469152	908.74	MARCHF5	membrane associated ring-CH-type finger 5
5468	7.68e-13	2.64e-15	0.2745	-7.906833	-2.170191	125.38	PPARG	peroxisome proliferator activated receptor gamma
7295	7.68e-13	2.67e-15	0.1895	-7.9055063	-1.4979697	1115.79	TXN	thioredoxin
112268184	7.68e-13	2.67e-15	0.0859	-7.9052963	-0.6794143	640.59	KPNB1-DT	KPNB1 divergent transcript
105378969	8.56e-13	3.02e-15	0.2072	-7.8900808	-1.6350699	39.49	LOC105378969	uncharacterized LOC105378969
734	9.19e-13	3.32e-15	0.1116	-7.8780703	-0.8791389	5593.46	OSGIN2	oxidative stress induced growth inhibitor family member 2
55301	9.19e-13	3.31e-15	0.4764	-7.8787761	-3.7536472	150.93	OLAH	oleoyl-ACP hydrolase
51338	9.78e-13	3.58e-15	0.2828	-7.8686824	-2.2255323	571.01	MS4A4A	membrane spanning 4-domains A4A
92906	1.10e-12	4.11e-15	0.107	-7.8513967	-0.8404774	3050.3	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
100529251	1.10e-12	4.12e-15	0.1463	-7.8512368	-1.1486348	941.79	CKLF-CMTM1	CKLF-CMTM1 readthrough
965	1.13e-12	4.31e-15	0.1119	-7.8455699	-0.877859	2867.3	CD58	CD58 molecule
109729184	1.13e-12	4.33e-15	0.2686	-7.8449043	-2.1073315	718.91	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1
59272	1.17e-12	4.56e-15	0.2353	-7.8383588	-1.8447034	87.8	ACE2	angiotensin converting enzyme 2
54946	1.20e-12	4.71e-15	0.0915	7.8343053	0.7168873	316.08	SLC41A3	solute carrier family 41 member 3
105376544	1.35e-12	5.48e-15	0.205	-7.8153056	-1.6018904	403.58	ADM-DT	ADM divergent transcript
101928317	1.35e-12	5.46e-15	0.1761	-7.8159354	-1.3762265	1040.15	LOC101928317	uncharacterized LOC101928317
122402	1.35e-12	5.37e-15	0.2892	-7.8179908	-2.2608475	1270.68	TDRD9	tudor domain containing 9
51267	1.39e-12	5.79e-15	0.1758	-7.8084929	-1.372594	135.17	CLEC1A	C-type lectin domain family 1 member A
9334	1.39e-12	5.76e-15	0.1873	-7.8091316	-1.4628878	9393.54	B4GALT5	beta-1,4-galactosyltransferase 5
5826	1.40e-12	5.89e-15	0.0541	7.806187	0.4223225	373.97	ABCD4	ATP binding cassette subfamily D member 4
10553	1.53e-12	6.50e-15	0.1253	-7.7938165	-0.9763024	2369.25	HTATIP2	HIV-1 Tat interactive protein 2
400212	1.55e-12	6.66e-15	0.2215	-7.7907025	-1.7257651	20.47	LOC400212	uncharacterized LOC400212
10010	1.56e-12	6.85e-15	0.1073	-7.7872352	-0.8359231	7265.46	TANK	TRAF family member associated NFKB activator
26206	1.56e-12	6.80e-15	0.1333	7.7881295	1.0379068	31.73	SPAG8	sperm associated antigen 8
6744	1.84e-12	8.17e-15	0.1083	-7.7649154	-0.8410813	6154.01	ITPRID2	ITPR interacting domain containing 2
5209	1.86e-12	8.31e-15	0.2681	-7.7627686	-2.0808213	4980.99	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
196394	2.08e-12	9.38e-15	0.1406	-7.7473312	-1.0892612	931.67	AMN1	antagonist of mitotic exit network 1 homolog
2209	2.29e-12	1.04e-14	0.289	-7.7336873	-2.2352926	4839.69	FCGR1A	Fc gamma receptor Ia
10101	2.37e-12	1.09e-14	0.0711	7.7280368	0.5492751	434.84	NUBP2	NUBP iron-sulfur cluster assembly factor 2, cytosolic
113402	2.37e-12	1.11e-14	0.0931	-7.7256125	-0.7196129	1157.33	SFT2D1	SFT2 domain containing 1
54923	2.37e-12	1.12e-14	0.0985	7.725349	0.7612895	981.59	LIME1	Lck interacting transmembrane adaptor 1
84675	2.51e-12	1.19e-14	0.232	-7.7168061	-1.7899258	101.05	TRIM55	tripartite motif containing 55
80267	2.53e-12	1.21e-14	0.0735	-7.7146273	-0.5671293	7705.37	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
1955	2.55e-12	1.24e-14	0.1446	-7.71229	-1.1151771	15372.52	MEGF9	multiple EGF like domains 9
9765	2.56e-12	1.27e-14	0.1165	-7.7085575	-0.897992	9216.74	ZFYVE16	zinc finger FYVE-type containing 16
1452	2.56e-12	1.27e-14	0.0727	-7.709153	-0.5602909	4983.46	CSNK1A1	casein kinase 1 alpha 1
3684	2.56e-12	1.25e-14	0.1659	-7.7105514	-1.2791171	5592.69	ITGAM	integrin subunit alpha M
2710	2.58e-12	1.29e-14	0.2017	-7.706335	-1.5540855	9625.21	GK	glycerol kinase
253943	2.59e-12	1.31e-14	0.0651	-7.7048589	-0.5013847	4904.13	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
29982	2.67e-12	1.36e-14	0.1263	-7.6998773	-0.9723411	2411.56	NRBF2	nuclear receptor binding factor 2
84255	2.67e-12	1.38e-14	0.2016	-7.6984917	-1.5520451	3432.14	SLC37A3	solute carrier family 37 member 3
1731	2.79e-12	1.45e-14	0.1209	7.6918619	0.9299873	1258.11	SEPTIN1	septin 1
51108	2.91e-12	1.53e-14	0.1989	-7.6852082	-1.5288337	9762.57	METTL9	methyltransferase like 9
79863	2.94e-12	1.56e-14	0.0782	7.6827274	0.6006024	229.36	RBFA	ribosome binding factor A
79887	2.99e-12	1.60e-14	0.1862	-7.6796623	-1.4298271	17530.99	PLBD1	phospholipase B domain containing 1
4082	3.02e-12	1.63e-14	0.1838	-7.6771926	-1.4107912	6897.23	MARCKS	myristoylated alanine rich protein kinase C substrate
8935	3.13e-12	1.70e-14	0.1475	-7.6715141	-1.1315306	4412.12	SKAP2	src kinase associated phosphoprotein 2
3417	3.22e-12	1.77e-14	0.1093	-7.6659666	-0.8377105	2589.13	IDH1	isocitrate dehydrogenase (NADP(+)) 1
6386	3.22e-12	1.76e-14	0.1292	-7.6668962	-0.9905225	24093.39	SDCBP	syndecan binding protein
101929680	3.24e-12	1.80e-14	0.2846	-7.6641534	-2.1809428	62.2	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1
5782	3.63e-12	2.03e-14	0.1084	-7.6484983	-0.8290033	2701.45	PTPN12	protein tyrosine phosphatase non-receptor type 12
3712	3.65e-12	2.06e-14	0.0855	7.6466799	0.6537951	502.06	IVD	isovaleryl-CoA dehydrogenase
128372	3.66e-12	2.16e-14	0.1184	-7.640666	-0.9045631	1825.89	OR6N1	olfactory receptor family 6 subfamily N member 1
90134	3.66e-12	2.09e-14	0.2362	-7.6449155	-1.8054425	1305.77	KCNH7	potassium voltage-gated channel subfamily H member 7
105374102	3.66e-12	2.15e-14	0.1855	-7.64129	-1.4177032	341.31	LOC105374102	uncharacterized LOC105374102
105378443	3.66e-12	2.17e-14	0.1756	-7.6403881	-1.3417162	3685.41	LOC105378443	uncharacterized LOC105378443
9021	3.66e-12	2.15e-14	0.3252	-7.6414645	-2.4849244	6440.16	SOCS3	suppressor of cytokine signaling 3
56729	3.66e-12	2.11e-14	0.3423	-7.6439952	-2.6164851	790.36	RETN	resistin
26996	3.79e-12	2.26e-14	0.1697	-7.6346875	-1.2955538	1953.47	GPR160	G protein-coupled receptor 160
1432	3.82e-12	2.29e-14	0.1927	-7.632936	-1.4706405	32945.68	MAPK14	mitogen-activated protein kinase 14
57136	3.97e-12	2.41e-14	0.1448	-7.6267529	-1.104049	10990.91	APMAP	adipocyte plasma membrane associated protein
51322	3.97e-12	2.43e-14	0.0748	-7.6257757	-0.5707295	7963.89	WAC	WW domain containing adaptor with coiled-coil
11269	3.99e-12	2.45e-14	0.0722	7.6242808	0.550181	445	DDX19B	DEAD-box helicase 19B
643072	4.02e-12	2.49e-14	0.1078	-7.6223956	-0.8218163	804.78	BAZ2B-AS1	BAZ2B antisense RNA 1
51696	4.19e-12	2.61e-14	0.0659	-7.6162429	-0.5018948	8842.23	HECA	hdc homolog, cell cycle regulator
2646	4.28e-12	2.69e-14	0.4481	-7.6125142	-3.4113116	24.65	GCKR	glucokinase regulator
5873	4.33e-12	2.74e-14	0.1157	-7.6099351	-0.8801249	4600.8	RAB27A	RAB27A, member RAS oncogene family
604	4.39e-12	2.81e-14	0.2167	-7.6067084	-1.6485289	31670.12	BCL6	BCL6 transcription repressor
58528	4.39e-12	2.82e-14	0.1359	-7.6062108	-1.0335638	2166.34	RRAGD	Ras related GTP binding D
22978	4.39e-12	2.84e-14	0.1041	-7.6054636	-0.7920918	8049.92	NT5C2	5'-nucleotidase, cytosolic II
79269	4.54e-12	2.95e-14	0.0751	-7.6002959	-0.57104	2668.37	DCAF10	DDB1 and CUL4 associated factor 10
55681	4.95e-12	3.24e-14	0.0843	-7.5881889	-0.6395937	4364.96	SCYL2	SCY1 like pseudokinase 2
57142	6.17e-12	4.07e-14	0.1028	-7.5587091	-0.7769285	2696.63	RTN4	reticulon 4
84320	6.56e-12	4.36e-14	0.0688	7.5496738	0.519492	763.91	ACBD6	acyl-CoA binding domain containing 6
2745	7.09e-12	4.74e-14	0.1392	-7.5387862	-1.0491225	1826.48	GLRX	glutaredoxin
8743	7.97e-12	5.37e-14	0.1721	-7.5225112	-1.2949363	12417.11	TNFSF10	TNF superfamily member 10
285172	8.31e-12	5.64e-14	0.1554	-7.5162142	-1.1683267	13720.19	HYCC2	hyccin PI4KA lipid kinase complex subunit 2
105374664	8.49e-12	5.85e-14	0.2934	-7.511408	-2.2034871	38.57	LOC105374664	uncharacterized LOC105374664
647286	8.49e-12	5.80e-14	0.3589	-7.5125063	-2.6963696	51.04	RD3L	RD3 like
101928674	8.49e-12	5.88e-14	0.3245	-7.5107934	-2.4372521	34	SOCS3-DT	SOCS3 divergent transcript
57568	8.68e-12	6.04e-14	0.2342	-7.5071123	-1.7579789	5685.02	SIPA1L2	signal induced proliferation associated 1 like 2
7130	8.77e-12	6.18e-14	0.2864	-7.5041324	-2.1492369	3082.87	TNFAIP6	TNF alpha induced protein 6
5608	8.77e-12	6.17e-14	0.2126	-7.5044486	-1.5958113	6085.44	MAP2K6	mitogen-activated protein kinase kinase 6
4332	8.99e-12	6.38e-14	0.1431	-7.5000442	-1.0730002	58822.29	MNDA	myeloid cell nuclear differentiation antigen
9447	9.06e-12	6.47e-14	0.217	-7.4981577	-1.6272337	1609.23	AIM2	absent in melanoma 2
84678	9.37e-12	6.74e-14	0.072	7.4928503	0.5396034	636.05	KDM2B	lysine demethylase 2B
6993	9.88e-12	7.15e-14	0.1459	-7.4851305	-1.092182	1606.98	DYNLT1	dynein light chain Tctex-type 1
51439	1.00e-11	7.29e-14	0.1414	-7.4825719	-1.0581806	10985.48	FAM8A1	family with sequence similarity 8 member A1
23229	1.04e-11	7.63e-14	0.1023	7.4766306	0.765095	554.91	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
5051	1.06e-11	7.89e-14	0.0947	7.4722087	0.7072619	627.67	PAFAH2	platelet activating factor acetylhydrolase 2
6102	1.06e-11	7.85e-14	0.1272	-7.4727848	-0.9507444	6679.61	RP2	RP2 activator of ARL3 GTPase
81887	1.13e-11	8.40e-14	0.0802	7.463968	0.5983769	491.14	LAS1L	LAS1 like ribosome biogenesis factor
197358	1.13e-11	8.51e-14	0.1233	7.4621689	0.9197866	2122.79	NLRC3	NLR family CARD domain containing 3
51100	1.14e-11	8.62e-14	0.1622	-7.4604637	-1.2097242	11761.37	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
101929319	1.14e-11	8.66e-14	0.2853	-7.4598096	-2.1286393	254.07	LOC101929319	uncharacterized LOC101929319
7100	1.19e-11	9.13e-14	0.2437	-7.452983	-1.8164053	3326.9	TLR5	toll like receptor 5
7871	1.24e-11	9.50e-14	0.075	-7.4476523	-0.5582996	3410.32	SLMAP	sarcolemma associated protein
23180	1.24e-11	9.67e-14	0.1136	7.4453799	0.8457943	1436.64	RFTN1	raftlin, lipid raft linker 1
105375035	1.24e-11	9.63e-14	0.2318	-7.4459165	-1.7262747	150.41	LOC105375035	uncharacterized LOC105375035
100527943	1.24e-11	9.68e-14	0.1292	-7.4452359	-0.9618626	1488.51	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough
5925	1.29e-11	1.01e-13	0.0727	-7.4394102	-0.5407387	3202.52	RB1	RB transcriptional corepressor 1
646424	1.30e-11	1.03e-13	0.2194	-7.4374715	-1.6317937	34.8	SPINK8	serine peptidase inhibitor Kazal type 8 (putative)
56731	1.30e-11	1.03e-13	0.1009	7.4365045	0.7501701	122.41	SLC2A4RG	SLC2A4 regulator
105375034	1.55e-11	1.26e-13	0.2459	-7.410763	-1.8222291	107.62	LOC105375034	uncharacterized LOC105375034
10585	1.55e-11	1.25e-13	0.0722	7.4109203	0.5353784	418.19	POMT1	protein O-mannosyltransferase 1
920	1.55e-11	1.25e-13	0.153	7.4111543	1.1338173	715.95	CD4	CD4 molecule
338339	1.62e-11	1.32e-13	0.2617	-7.4045381	-1.9377611	3371.96	CLEC4D	C-type lectin domain family 4 member D
4689	1.62e-11	1.33e-13	0.1451	-7.4032597	-1.0745313	3812.01	NCF4	neutrophil cytosolic factor 4
55529	1.70e-11	1.41e-13	0.1281	-7.3954208	-0.9473739	3316.23	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
105370492	1.70e-11	1.40e-13	0.1938	-7.3959823	-1.4336796	62.94	LOC105370492	
274	1.84e-11	1.53e-13	0.1238	7.384576	0.913873	1149.1	BIN1	bridging integrator 1
116369	1.84e-11	1.54e-13	0.2543	-7.3837061	-1.8773666	982.61	SLC26A8	solute carrier family 26 member 8
2204	1.90e-11	1.60e-13	0.2275	-7.3789832	-1.6784701	3089.36	FCAR	Fc alpha receptor
399972	1.93e-11	1.63e-13	0.2765	-7.3760422	-2.0391909	591.65	GSEC	G-quadruplex forming sequence containing lncRNA
286006	1.97e-11	1.68e-13	0.1736	-7.3720201	-1.2800794	1291.87	LSMEM1	leucine rich single-pass membrane protein 1
100506119	1.97e-11	1.68e-13	0.1825	-7.3718935	-1.3457276	88.71	LINC01503	long intergenic non-protein coding RNA 1503
23657	2.02e-11	1.74e-13	0.175	-7.3676836	-1.289393	376.3	SLC7A11	solute carrier family 7 member 11
105373835	2.22e-11	1.93e-13	0.1379	-7.3538122	-1.0139574	373.49	LOC105373835	uncharacterized LOC105373835
6303	2.22e-11	1.92e-13	0.1554	-7.354099	-1.1425506	17910.15	SAT1	spermidine/spermine N1-acetyltransferase 1
10135	2.24e-11	1.96e-13	0.1901	-7.35119	-1.3976081	142068.96	NAMPT	nicotinamide phosphoribosyltransferase
84888	2.24e-11	1.96e-13	0.0991	-7.3513702	-0.7288223	3299.12	SPPL2A	signal peptide peptidase like 2A
2395	2.26e-11	1.99e-13	0.0943	7.3493472	0.6933602	190.5	FXN	frataxin
10855	2.35e-11	2.09e-13	0.1753	-7.3431194	-1.287565	1590.46	HPSE	heparanase
26118	2.44e-11	2.19e-13	0.1947	-7.3368104	-1.4288043	16984.6	WSB1	WD repeat and SOCS box containing 1
8530	2.44e-11	2.19e-13	0.2281	-7.3369553	-1.673754	1609.4	CST7	cystatin F
220042	2.46e-11	2.21e-13	0.1388	-7.3351492	-1.0182352	422.62	DDIAS	DNA damage induced apoptosis suppressor
729156	2.59e-11	2.35e-13	0.1262	-7.3274906	-0.9245071	297.15	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1
9050	2.62e-11	2.38e-13	0.2157	-7.3253841	-1.580347	4406.74	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2
5218	2.68e-11	2.45e-13	0.1126	-7.3216288	-0.8244643	2291.4	CDK14	cyclin dependent kinase 14
1378	2.76e-11	2.54e-13	0.2151	-7.316962	-1.5739834	29475.9	CR1	complement C3b/C4b receptor 1 (Knops blood group)
254013	2.77e-11	2.56e-13	0.1263	-7.3157406	-0.9238353	393.24	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase
6016	2.81e-11	2.61e-13	0.1292	-7.3132069	-0.9447904	4077.83	RIT1	Ras like without CAAX 1
10970	2.99e-11	2.78e-13	0.184	-7.3044937	-1.3440821	3747.55	CKAP4	cytoskeleton associated protein 4
105375304	3.05e-11	2.85e-13	0.1283	-7.3012758	-0.9366505	602.39	SNX10-AS1	SNX10 antisense RNA 1
154796	3.22e-11	3.03e-13	0.1373	7.2932209	1.0010019	61.84	AMOT	angiomotin
2533	3.33e-11	3.15e-13	0.1219	-7.287984	-0.8883656	19896.73	FYB1	FYN binding protein 1
1084	3.38e-11	3.21e-13	0.1531	-7.2853302	-1.1155214	1199.87	CEACAM3	CEA cell adhesion molecule 3
653645	3.38e-11	3.23e-13	0.0798	-7.2844698	-0.5811101	360.96	TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene
57826	3.39e-11	3.25e-13	0.1161	-7.28371	-0.8455117	2360.52	RAP2C	RAP2C, member of RAS oncogene family
3156	3.61e-11	3.48e-13	0.0833	-7.2744609	-0.6057946	3344.11	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
4898	3.83e-11	3.77e-13	0.0981	-7.263515	-0.7124808	7421.05	NRDC	nardilysin convertase
81606	3.83e-11	3.77e-13	0.1403	7.2636092	1.018881	3792.15	LBH	LBH regulator of WNT signaling pathway
11177	3.83e-11	3.72e-13	0.1512	-7.2652881	-1.0987858	9091.11	BAZ1A	bromodomain adjacent to zinc finger domain 1A
115509	3.83e-11	3.74e-13	0.0704	7.2645675	0.5112298	443.88	ZNF689	zinc finger protein 689
402415	3.83e-11	3.76e-13	0.1674	7.2640032	1.2161156	55.32	XKRX	XK related X-linked
2873	3.84e-11	3.80e-13	0.0693	7.2624414	0.5035035	814.12	GPS1	G protein pathway suppressor 1
64332	3.97e-11	3.95e-13	0.1283	-7.2572054	-0.9308518	5691.74	NFKBIZ	NFKB inhibitor zeta
822	4.03e-11	4.06e-13	0.1347	-7.2535738	-0.9770001	2098.13	CAPG	capping actin protein, gelsolin like
112267855	4.03e-11	4.07e-13	0.1826	-7.2532523	-1.3242303	737.3	LOC112267855	uncharacterized LOC112267855
9487	4.03e-11	4.04e-13	0.1201	7.254179	0.8712056	330.83	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
4974	4.08e-11	4.14e-13	0.1368	-7.2510251	-0.9921704	247.01	OMG	oligodendrocyte myelin glycoprotein
10501	4.08e-11	4.16e-13	0.2483	-7.2504043	-1.8004246	92.27	SEMA6B	semaphorin 6B
100507507	4.09e-11	4.18e-13	0.1637	-7.2496946	-1.1866945	974.98	FAM131B-AS2	FAM131B antisense RNA 2
